childFieldId,parentFieldId
F8795,F8708
F10319,F10093
F14057,F13875
F14451,F14362
F17722,F17451
F17749,F17499
F6577,F6204
F7457,F7075
F8797,F8772
F3608,F3316
F13219,F13120
F7752,F7400
F11151,F10905
F5864,F5467
F12639,F12542
F14506,F14478
F4596,F4441
F11373,F11076
F4929,F4873
F8445,F8321
F13504,F13134
F12961,F12788
F16325,F15972
F17233,F16933
F16822,F16449
F2850,F2685
F8266,F8114
F14328,F13930
F5688,F5424
F4611,F4526
F17062,F16989
F16368,F16235
F16174,F15925
F6334,F6050
F8592,F8216
F5680,F5631
F14435,F14293
F2939,F2671
F13939,F13654
F4330,F4175
F11084,F11022
F9504,F9487
F16146,F15905
F12209,F11925
F3982,F3805
F13777,F13751
F14720,F14661
F17245,F16875
F2726,F2668
F8667,F8306
F9646,F9608
F3878,F3745
F17124,F16780
F13047,F12808
F16754,F16428
F16129,F16051
F14803,F14412
F8808,F8633
F16866,F16589
F6941,F6737
F14303,F14028
F10334,F10180
F3588,F3344
F13170,F13155
F13252,F13170
F9664,F9524
F13808,F13492
F6117,F5940
F11873,F11809
F6456,F6187
F13309,F13088
F14467,F14154
F17697,F17398
F14039,F13694
F10371,F10149
F9078,F8684
F7569,F7512
F5364,F5226
F12264,F12255
F13753,F13380
F12619,F12394
F4903,F4884
F11027,F10767
F17374,F17205
F15889,F15858
F6679,F6428
F6396,F6007
F7052,F6653
F13457,F13454
F8552,F8294
F16844,F16453
F3276,F2959
F4054,F3774
F4585,F4385
F4853,F4738
F7077,F6800
F4882,F4635
F17505,F17364
F13756,F13451
F10895,F10892
F10506,F10162
F17190,F17015
F14023,F13642
F12011,F11653
F14148,F14031
F3394,F3094
F4072,F4013
F10291,F10142
F5721,F5502
F3346,F3157
F5068,F4875
F15899,F15748
F17892,F17614
F13115,F12947
F15739,F15585
F14869,F14862
F17063,F16670
F4537,F4495
F16501,F16322
F12891,F12493
F10377,F10027
F9453,F9135
F10627,F10422
F17883,F17633
F4242,F3852
F13758,F13451
F7452,F7290
F7110,F7022
F15845,F15560
F6952,F6949
F7016,F6719
F15771,F15421
F8467,F8303
F14364,F14266
F16130,F15943
F11853,F11539
F12843,F12469
F16953,F16622
F3966,F3936
F8784,F8598
F8147,F7879
F11236,F11107
F10148,F9760
F14170,F14071
F9119,F9115
F14876,F14797
F13882,F13803
F17910,F17908
F5005,F4783
F14153,F13943
F12275,F11935
F13473,F13392
F4773,F4415
F15510,F15491
F6662,F6470
F8384,F8133
F12081,F12063
F4331,F3976
F16401,F16262
F6515,F6466
F10731,F10408
F14885,F14645
F15609,F15323
F4130,F4062
F5671,F5564
F16031,F15969
F8925,F8683
F16501,F16351
F5711,F5484
F6095,F5791
F16920,F16688
F4135,F3758
F15686,F15633
F5913,F5759
F10360,F10177
F12801,F12691
F6654,F6442
F7354,F7285
F15191,F14975
F3165,F3107
F7751,F7584
F4563,F4286
F10244,F10042
F14113,F13942
F4399,F4368
F13434,F13118
F17494,F17476
F17181,F17021
F3710,F3517
F11616,F11332
F11813,F11612
F10893,F10592
F17640,F17486
F14587,F14212
F9483,F9275
F15580,F15246
F10378,F10023
F9190,F8918
F10460,F10099
F4005,F3912
F15756,F15461
F15030,F14684
F17482,F17115
F7172,F7091
F9693,F9606
F8335,F8082
F14969,F14961
F5796,F5624
F5422,F5392
F14816,F14567
F3805,F3689
F4157,F3757
F4898,F4824
F8950,F8704
F11944,F11928
F13704,F13482
F3613,F3538
F13912,F13597
F17530,F17529
F6878,F6526
F16347,F16336
F16616,F16378
F4550,F4242
F11449,F11230
F17344,F17125
F14729,F14633
F16450,F16342
F12516,F12391
F3862,F3733
F2912,F2641
F3443,F3226
F11962,F11809
F16376,F16098
F3891,F3810
F17623,F17367
F13234,F13068
F16974,F16626
F16172,F16051
F15012,F14643
F15686,F15459
F7470,F7337
F10367,F10135
F14133,F14126
F11490,F11465
F14930,F14714
F3851,F3780
F8996,F8738
F12921,F12594
F9824,F9679
F13557,F13161
F17319,F17244
F3685,F3607
F11709,F11628
F9321,F9023
F7974,F7802
F6700,F6456
F7495,F7365
F17417,F17214
F3734,F3564
F5438,F5280
F7532,F7161
F6461,F6454
F16492,F16478
F16856,F16634
F9481,F9404
F6259,F5875
F5686,F5579
F8064,F7935
F17159,F17084
F13650,F13515
F3385,F3288
F16367,F16169
F11600,F11334
F4432,F4255
F8175,F7945
F17075,F17008
F6308,F6218
F8609,F8364
F15797,F15409
F6324,F6206
F5823,F5769
F13734,F13361
F12253,F12161
F3946,F3710
F16605,F16604
F9289,F9008
F14784,F14457
F8676,F8664
F9696,F9569
F17532,F17205
F11239,F10904
F9367,F9267
F9530,F9421
F17982,F17584
F13339,F13260
F11841,F11577
F11147,F10838
F14403,F14206
F16473,F16412
F8551,F8244
F9336,F9005
F6772,F6594
F8859,F8720
F15552,F15313
F13714,F13477
F17170,F17028
F4334,F4320
F13570,F13529
F2974,F2630
F6687,F6555
F16317,F16122
F11028,F10795
F5403,F5246
F3952,F3798
F4498,F4199
F8470,F8386
F8898,F8679
F17121,F17038
F4142,F3960
F9564,F9271
F10246,F9858
F2882,F2710
F6325,F6193
F12357,F12334
F10724,F10483
F5072,F4900
F14759,F14664
F12337,F12098
F2965,F2671
F11256,F10990
F15320,F15312
F7230,F6977
F8293,F8050
F17245,F16884
F11916,F11888
F8931,F8777
F4799,F4773
F7406,F7383
F15089,F14746
F5228,F4843
F10201,F9923
F6359,F6030
F5062,F5027
F8771,F8695
F12294,F12115
F16218,F16009
F17393,F17379
F11020,F10892
F10088,F10057
F13000,F12680
F3945,F3907
F11029,F10971
F12848,F12681
F11955,F11615
F8047,F7745
F6469,F6092
F7902,F7887
F15125,F14926
F14142,F13985
F8216,F7907
F12847,F12803
F14883,F14795
F13603,F13441
F6247,F6084
F14391,F14004
F8292,F8034
F5579,F5279
F9707,F9316
F9783,F9628
F4359,F4206
F14118,F14055
F12424,F12026
F3634,F3438
F8653,F8306
F9260,F8887
F3508,F3373
F7899,F7800
F10285,F10162
F13951,F13680
F15537,F15199
F17329,F17067
F3793,F3620
F8083,F7854
F8115,F7936
F17211,F17021
F14040,F13718
F8611,F8421
F13123,F12960
F7405,F7139
F7055,F7038
F11219,F11016
F17723,F17556
F6937,F6864
F3609,F3328
F11878,F11808
F6405,F6329
F5065,F4766
F14552,F14271
F16981,F16610
F15247,F15177
F5990,F5959
F16072,F16045
F12037,F11653
F3384,F3329
F17730,F17703
F8966,F8703
F4656,F4478
F6275,F5898
F13272,F13191
F11485,F11451
F14891,F14826
F17633,F17539
F13488,F13487
F9139,F8936
F8501,F8295
F16219,F16076
F11389,F11038
F10455,F10231
F4035,F3954
F16543,F16271
F14223,F13850
F6581,F6367
F6081,F6004
F5988,F5761
F3406,F3255
F2825,F2790
F5619,F5575
F13531,F13321
F4947,F4731
F12411,F12100
F13993,F13853
F3186,F2848
F5603,F5596
F10824,F10762
F5072,F4896
F5158,F4938
F17395,F17082
F3896,F3746
F6673,F6632
F11499,F11356
F4386,F4291
F16346,F16230
F16647,F16331
F7858,F7797
F10593,F10246
F10794,F10607
F9992,F9654
F14735,F14536
F6577,F6509
F17327,F17289
F2712,F2522
F8158,F8135
F17669,F17380
F10283,F9996
F11344,F11124
F11143,F11090
F2833,F2756
F11254,F11247
F9868,F9745
F16845,F16729
F4455,F4298
F14417,F14198
F3341,F3248
F13195,F13142
F13702,F13498
F8546,F8302
F13985,F13981
F4536,F4226
F16490,F16253
F8805,F8551
F17672,F17548
F2840,F2596
F6499,F6482
F11674,F11379
F8074,F7896
F12393,F12315
F10240,F10090
F10705,F10701
F17700,F17308
F5532,F5206
F6791,F6713
F6053,F6024
F10982,F10937
F10066,F9936
F12285,F12061
F9891,F9520
F3092,F2742
F5441,F5267
F11615,F11447
F14991,F14672
F16504,F16144
F14315,F14035
F16067,F15734
F17333,F17267
F5539,F5366
F5552,F5530
F14870,F14573
F15571,F15547
F14204,F14116
F11496,F11410
F14064,F13852
F9951,F9582
F16609,F16216
F3475,F3310
F4975,F4750
F4079,F3928
F7382,F7366
F7145,F7081
F15895,F15561
F3141,F2973
F6644,F6458
F10781,F10610
F5118,F4737
F13507,F13476
F6417,F6363
F8293,F8257
F5547,F5181
F14443,F14136
F5961,F5619
F8214,F8177
F4092,F4018
F6034,F5969
F5640,F5605
F16905,F16892
F16676,F16453
F17942,F17936
F9300,F8924
F4325,F4117
F9505,F9302
F12088,F11703
F6668,F6355
F5378,F5325
F13530,F13477
F13344,F13132
F4219,F4033
F16952,F16584
F16598,F16444
F11635,F11496
F3206,F3155
F11176,F10805
F8337,F8136
F5994,F5821
F5024,F4919
F10420,F10267
F13572,F13313
F7297,F6992
F4446,F4278
F2730,F2593
F14811,F14578
F9807,F9542
F8397,F8102
F16984,F16886
F17085,F16887
F8892,F8643
F13647,F13588
F14495,F14161
F9939,F9546
F4106,F4040
F5046,F4796
F3908,F3566
F11911,F11751
F4118,F3764
F12992,F12792
F8111,F8097
F17735,F17534
F3340,F2994
F16662,F16273
F13060,F12742
F4668,F4338
F8373,F8018
F12844,F12693
F7961,F7721
F12531,F12371
F12272,F11946
F9463,F9257
F12956,F12680
F6385,F6215
F6766,F6593
F2805,F2623
F5837,F5478
F8555,F8534
F14569,F14258
F6329,F6309
F17115,F16964
F16412,F16346
F11825,F11709
F17737,F17731
F7316,F6965
F11242,F11178
F3920,F3869
F4176,F4088
F17075,F17020
F3560,F3241
F3466,F3211
F12501,F12154
F7368,F7203
F4754,F4396
F6983,F6978
F11842,F11778
F7708,F7380
F17431,F17063
F10564,F10354
F17027,F17016
F14489,F14335
F4820,F4686
F5413,F5197
F16190,F16003
F17307,F16962
F16472,F16365
F8639,F8486
F11295,F11194
F6614,F6303
F10089,F10016
F5409,F5189
F14142,F14082
F16800,F16530
F13997,F13891
F5842,F5841
F5548,F5210
F9890,F9549
F14382,F14151
F8276,F8173
F9064,F8827
F4394,F4384
F7021,F6718
F17827,F17480
F6375,F6282
F14170,F14022
F14186,F13983
F12832,F12765
F13280,F13096
F16766,F16467
F8512,F8277
F13590,F13325
F14676,F14514
F6564,F6184
F14259,F14182
F6033,F5974
F5256,F4919
F13294,F13158
F12103,F11961
F15257,F14926
F15736,F15420
F12609,F12564
F14143,F13980
F6489,F6393
F4396,F4268
F6015,F5884
F8457,F8306
F6792,F6613
F11519,F11183
F8192,F8079
F17118,F16947
F12391,F12166
F13627,F13364
F6167,F6052
F11904,F11806
F3801,F3404
F13987,F13636
F3249,F2932
F9558,F9544
F17094,F16962
F7327,F7247
F12769,F12462
F12912,F12758
F5106,F4782
F5702,F5310
F17043,F16925
F13535,F13308
F10382,F10057
F17322,F17035
F7891,F7701
F17689,F17414
F8456,F8236
F7915,F7886
F12557,F12370
F7701,F7676
F17294,F16941
F6196,F6035
F11935,F11864
F8776,F8704
F10737,F10470
F11168,F11143
F9087,F8871
F10579,F10339
F12182,F11948
F8633,F8591
F14580,F14333
F10014,F9928
F15080,F14776
F7564,F7254
F10093,F9941
F14634,F14587
F15989,F15881
F9929,F9673
F3047,F2740
F9183,F8784
F3166,F3087
F16087,F15995
F13469,F13441
F7621,F7298
F5987,F5926
F4644,F4414
F5917,F5675
F3640,F3493
F12163,F11953
F8629,F8617
F4645,F4493
F10061,F9761
F12737,F12699
F8042,F7705
F7477,F7269
F13606,F13327
F16519,F16406
F12658,F12301
F15156,F14830
F7865,F7551
F17767,F17639
F4813,F4546
F6339,F6071
F10798,F10463
F5317,F5067
F10476,F10327
F13666,F13523
F5844,F5681
F15992,F15783
F7065,F6854
F14039,F13964
F10113,F9763
F13528,F13149
F17533,F17317
F2843,F2654
F5966,F5787
F7597,F7229
F14484,F14302
F10316,F10020
F4127,F3800
F6319,F5995
F13612,F13575
F4336,F4020
F5691,F5470
F15582,F15475
F15842,F15736
F10496,F10326
F5921,F5792
F8730,F8597
F5787,F5757
F13904,F13719
F14206,F13971
F17707,F17411
F3579,F3502
F12457,F12130
F16056,F16002
F6431,F6147
F13935,F13694
F11580,F11458
F6980,F6592
F3828,F3546
F8106,F7749
F11859,F11511
F16416,F16094
F16945,F16814
F13942,F13856
F7870,F7793
F9023,F8645
F4345,F4306
F14588,F14413
F17428,F17277
F5026,F4961
F11954,F11630
F11864,F11525
F3435,F3122
F4272,F4007
F10276,F10082
F5923,F5906
F7280,F7119
F10760,F10575
F10448,F10066
F15136,F15067
F2860,F2702
F7826,F7562
F9050,F9049
F4935,F4884
F4619,F4561
F12852,F12521
F13988,F13802
F3340,F3173
F12147,F11957
F2738,F2401
F5244,F5044
F17425,F17066
F5289,F4946
F9236,F9219
F16604,F16213
F4757,F4450
F6627,F6600
F8188,F8078
F9834,F9644
F9186,F9170
F15725,F15334
F17227,F16943
F5489,F5296
F5151,F4979
F15147,F14756
F10877,F10842
F4315,F4019
F16548,F16430
F7859,F7628
F14625,F14331
F6763,F6436
F11208,F10881
F4499,F4129
F6711,F6606
F8220,F7921
F6192,F5918
F17870,F17691
F11096,F10799
F13827,F13469
F6351,F6069
F17650,F17339
F17547,F17400
F17696,F17533
F5636,F5282
F7883,F7796
F3824,F3794
F14935,F14923
F5272,F5122
F14780,F14579
F8349,F8035
F5665,F5368
F13020,F12736
F15715,F15563
F14961,F14618
F9277,F9198
F15271,F15026
F10174,F10143
F6933,F6627
F5236,F4876
F16959,F16876
F3555,F3252
F7497,F7289
F14581,F14320
F2846,F2501
F9310,F9136
F8987,F8751
F12818,F12747
F13415,F13192
F14053,F13994
F3311,F3066
F11831,F11539
F15389,F15361
F15242,F14919
F16330,F16094
F6521,F6358
F14538,F14194
F13630,F13376
F13917,F13535
F4844,F4736
F2841,F2549
F6779,F6464
F10784,F10703
F9354,F9067
F5470,F5169
F10699,F10323
F4665,F4425
F4158,F3780
F4103,F3743
F17589,F17303
F17300,F17115
F5779,F5635
F4221,F3911
F11856,F11472
F13783,F13617
F14301,F14042
F12920,F12795
F7537,F7496
F5574,F5509
F15019,F14709
F2985,F2651
F17247,F17000
F15621,F15428
F9627,F9368
F13795,F13482
F7830,F7610
F9989,F9602
F6114,F5981
F17434,F17329
F16819,F16727
F7408,F7372
F14992,F14922
F8050,F7844
F5168,F4771
F9028,F8637
F3209,F3176
F8545,F8229
F3952,F3722
F9379,F9331
F17507,F17177
F17005,F16990
F16190,F15923
F5679,F5474
F3145,F2800
F3042,F2767
F14926,F14843
F5736,F5336
F15824,F15773
F7198,F7164
F7692,F7524
F10117,F9918
F13549,F13363
F14258,F13993
F13416,F13399
F15073,F15071
F17515,F17288
F11351,F11128
F10672,F10413
F15538,F15387
F7813,F7660
F9959,F9585
F8418,F8032
F15567,F15204
F13140,F12888
F17267,F16900
F10995,F10938
F12317,F12037
F6321,F6058
F17729,F17473
F11261,F11136
F10033,F9949
F12271,F12226
F4834,F4663
F15852,F15673
F6333,F6015
F4961,F4692
F13643,F13334
F7875,F7586
F10972,F10928
F4472,F4154
F14492,F14228
F4583,F4542
F11016,F10935
F7428,F7371
F8328,F8309
F16204,F16177
F7331,F7216
F13301,F13076
F14722,F14519
F17702,F17644
F7656,F7545
F10821,F10490
F11660,F11305
F12093,F11808
F5370,F5285
F9583,F9231
F6644,F6486
F10471,F10136
F4988,F4649
F13539,F13213
F12573,F12507
F17198,F17007
F11204,F10901
F5655,F5608
F5877,F5676
F16999,F16920
F6344,F6176
F15965,F15666
F4893,F4718
F15175,F14926
F6480,F6111
F3995,F3940
F13372,F13031
F8580,F8473
F8052,F7869
F6837,F6813
F5032,F4972
F4278,F3945
F8634,F8618
F11556,F11235
F12936,F12806
F16902,F16885
F5864,F5679
F12438,F12167
F16919,F16788
F4742,F4656
F14435,F14351
F14092,F14039
F16513,F16205
F16430,F16075
F12755,F12748
F9002,F8603
F15836,F15762
F10589,F10322
F9058,F8861
F15278,F14905
F12827,F12662
F9277,F9048
F8150,F7954
F17686,F17577
F16684,F16293
F13926,F13712
F7341,F7322
F14201,F14056
F17274,F17069
F7511,F7328
F10183,F10062
F17156,F17040
F7929,F7847
F5450,F5266
F16991,F16980
F7456,F7271
F7571,F7533
F14188,F13981
F4876,F4821
F9775,F9693
F11733,F11337
F8522,F8207
F10709,F10404
F17645,F17287
F2818,F2474
F9360,F9355
F8219,F8002
F4398,F4166
F4978,F4841
F5951,F5606
F3696,F3635
F13051,F12781
F13519,F13402
F10723,F10689
F6264,F6049
F11707,F11540
F8657,F8478
F4783,F4552
F10500,F10485
F14522,F14160
F5526,F5421
F16187,F15936
F13546,F13242
F16286,F16129
F6352,F6118
F11441,F11278
F13814,F13653
F5292,F5230
F10708,F10475
F3664,F3500
F10632,F10394
F10773,F10473
F4604,F4414
F6909,F6853
F6701,F6621
F9918,F9645
F7846,F7839
F7066,F6998
F4810,F4589
F9681,F9514
F6486,F6169
F11183,F11057
F6785,F6654
F17732,F17713
F14049,F13799
F16793,F16545
F3348,F3175
F3047,F3026
F9578,F9406
F9110,F8986
F8806,F8728
F6216,F5862
F6914,F6880
F8247,F7905
F5239,F4894
F17491,F17250
F7583,F7231
F5876,F5546
F8536,F8273
F14943,F14635
F10527,F10353
F9330,F9033
F17976,F17850
F4964,F4829
F5570,F5358
F4662,F4298
F3656,F3284
F12135,F12075
F10062,F9831
F15861,F15705
F3377,F3215
F2854,F2724
F3913,F3519
F6315,F6267
F15252,F14870
F11596,F11200
F10935,F10583
F6271,F6265
F16687,F16326
F12871,F12588
F9013,F8833
F11650,F11355
F11415,F11404
F13847,F13524
F4648,F4547
F10676,F10584
F14515,F14132
F13725,F13504
F11765,F11626
F5521,F5441
F9295,F9216
F7694,F7652
F12664,F12423
F12199,F12022
F3514,F3260
F12787,F12772
F9087,F8805
F17945,F17898
F8812,F8613
F10521,F10442
F16788,F16482
F6921,F6768
F9440,F9159
F10101,F10021
F7858,F7514
F15534,F15467
F17415,F17063
F3457,F3163
F9100,F8834
F2769,F2610
F16313,F16201
F11424,F11225
F10625,F10574
F13855,F13619
F3468,F3356
F13663,F13390
F12336,F12020
F14363,F14161
F9400,F9143
F13773,F13554
F11834,F11481
F4800,F4727
F13075,F12891
F5838,F5634
F7411,F7141
F7551,F7265
F7344,F7092
F2754,F2741
F9933,F9878
F12652,F12404
F17819,F17549
F9404,F9173
F11122,F10870
F11928,F11858
F3212,F3014
F6969,F6955
F16339,F16287
F6426,F6206
F9661,F9494
F3420,F3349
F16588,F16376
F10225,F10186
F10875,F10624
F13884,F13675
F14544,F14240
F5247,F5188
F11123,F10805
F3227,F3034
F16363,F16329
F17977,F17724
F3446,F3064
F5267,F5107
F10046,F9771
F11868,F11539
F10307,F10070
F15625,F15279
F6508,F6363
F5203,F4962
F12827,F12795
F6461,F6070
F14522,F14205
F2824,F2699
F5177,F4987
F16980,F16925
F9870,F9746
F17762,F17723
F12550,F12240
F2795,F2535
F14339,F14184
F17235,F16959
F14091,F13774
F8392,F8190
F12818,F12791
F9738,F9552
F12398,F12270
F8609,F8550
F3718,F3709
F10678,F10418
F8859,F8793
F4922,F4787
F11590,F11555
F2776,F2522
F5279,F4922
F11012,F10814
F8539,F8177
F14529,F14267
F5497,F5124
F13340,F13318
F6824,F6806
F4619,F4313
F3021,F2932
F7911,F7676
F17279,F16930
F17887,F17710
F15241,F15002
F14249,F14021
F12969,F12886
F12577,F12415
F17489,F17405
F11345,F11091
F17995,F17779
F7779,F7579
F16659,F16348
F7257,F7192
F8855,F8793
F10761,F10671
F13437,F13383
F14116,F13744
F17773,F17575
F17136,F16740
F7874,F7715
F5110,F4766
F11466,F11437
F6667,F6339
F15905,F15876
F9182,F9177
F13379,F13201
F4793,F4780
F12094,F11844
F8010,F7824
F9650,F9614
F8512,F8509
F9005,F8986
F7630,F7284
F12090,F11812
F15883,F15763
F12093,F11764
F9404,F9006
F14334,F14185
F4573,F4222
F16645,F16413
F3504,F3499
F3121,F2802
F15683,F15590
F5817,F5745
F4697,F4327
F10029,F9924
F2807,F2713
F5602,F5352
F7677,F7310
F8392,F8273
F16097,F16009
F7771,F7590
F15392,F15001
F17791,F17514
F6537,F6145
F16640,F16327
F3869,F3524
F8860,F8579
F8007,F7714
F8428,F8098
F13848,F13477
F16643,F16258
F8205,F8020
F15677,F15397
F10887,F10646
F10466,F10304
F10692,F10421
F4867,F4631
F8020,F7665
F14535,F14343
F11481,F11225
F7296,F7098
F15919,F15683
F5513,F5175
F6220,F6051
F15617,F15613
F9880,F9835
F14529,F14485
F9013,F8854
F16101,F15975
F4657,F4364
F3513,F3302
F16621,F16497
F14815,F14545
F11416,F11137
F6799,F6738
F4145,F3867
F14213,F14209
F13322,F13111
F12665,F12647
F6617,F6393
F13549,F13156
F4638,F4332
F6609,F6461
F13110,F13077
F15946,F15915
F8723,F8540
F5110,F4786
F6857,F6778
F8716,F8413
F7497,F7370
F16012,F15714
F6290,F5930
F16481,F16335
F9049,F8994
F9064,F8722
F11760,F11588
F14664,F14494
F4057,F3972
F13099,F12887
F17180,F16826
F17387,F17141
F10445,F10236
F5305,F5126
F15102,F14788
F8929,F8906
F7349,F6964
F13132,F13050
F3954,F3948
F6740,F6592
F14311,F13983
F3874,F3778
F17136,F16865
F8725,F8445
F13843,F13665
F9551,F9311
F8303,F7946
F8940,F8788
F9208,F8907
F13588,F13336
F7753,F7660
F3981,F3725
F16800,F16695
F15742,F15642
F10703,F10552
F7812,F7666
F9248,F8999
F12031,F11844
F16875,F16490
F17209,F16904
F12051,F12040
F11797,F11720
F11909,F11588
F4629,F4484
F10407,F10059
F4048,F3856
F7162,F6799
F17218,F17158
F8791,F8458
F3158,F3083
F14864,F14595
F4795,F4657
F7884,F7606
F2843,F2808
F17177,F16795
F5427,F5113
F9040,F8705
F10393,F10024
F10550,F10314
F11293,F11056
F14133,F13964
F17853,F17655
F4220,F4003
F11250,F11082
F2961,F2760
F3169,F3119
F4813,F4584
F17331,F17266
F12243,F12141
F12636,F12472
F4540,F4147
F7946,F7918
F8489,F8425
F14824,F14513
F14924,F14887
F14539,F14325
F7823,F7470
F17746,F17497
F5388,F5075
F16725,F16401
F4434,F4132
F8382,F8104
F11407,F11331
F4711,F4706
F9665,F9634
F5127,F5113
F8487,F8303
F14429,F14401
F5298,F5046
F11972,F11623
F7774,F7677
F9752,F9714
F2876,F2583
F8514,F8190
F10808,F10614
F13942,F13635
F8950,F8900
F15795,F15756
F5279,F5247
F11283,F10997
F8230,F7860
F9854,F9596
F17976,F17939
F3572,F3483
F8827,F8706
F8760,F8365
F12522,F12294
F6433,F6037
F12330,F12098
F10618,F10577
F7390,F7178
F6268,F6253
F6847,F6762
F11535,F11286
F16616,F16354
F12412,F12308
F15889,F15888
F17262,F17099
F17608,F17401
F3288,F3238
F10770,F10377
F8797,F8576
F10494,F10230
F4911,F4807
F14277,F14173
F4341,F4078
F13570,F13438
F6306,F6143
F14963,F14617
F7250,F6861
F3406,F3029
F14416,F14166
F8698,F8304
F16082,F15963
F9367,F8974
F4635,F4363
F5918,F5769
F5745,F5417
F14288,F14079
F11190,F11122
F3630,F3391
F7707,F7567
F12960,F12827
F15339,F15243
F3845,F3783
F10202,F9901
F11796,F11722
F3865,F3844
F11606,F11259
F2741,F2678
F7597,F7582
F3170,F3113
F14909,F14597
F8126,F7972
F3437,F3264
F6875,F6486
F2966,F2832
F17142,F16862
F13385,F13315
F14007,F13864
F10388,F10098
F15433,F15219
F10889,F10666
F16316,F16006
F7969,F7932
F9066,F9047
F8193,F7850
F16276,F16054
F8268,F8070
F15174,F15114
F15782,F15432
F4384,F4246
F8126,F7800
F17663,F17645
F16667,F16615
F11715,F11708
F16960,F16804
F7961,F7726
F12117,F12050
F11216,F11106
F11970,F11748
F10395,F10162
F4168,F3837
F9688,F9542
F12643,F12244
F12458,F12101
F10128,F9760
F5372,F5311
F5714,F5347
F12124,F12115
F6046,F5650
F8297,F8201
F17661,F17287
F13417,F13258
F5388,F5126
F13880,F13559
F3753,F3586
F12424,F12369
F16219,F15900
F7227,F6861
F15536,F15407
F12045,F11763
F10873,F10803
F11708,F11331
F3800,F3748
F17421,F17054
F5158,F5059
F11769,F11372
F5069,F4757
F10489,F10377
F15276,F15002
F9037,F8788
F12028,F11766
F3605,F3208
F6945,F6568
F6721,F6519
F17789,F17438
F7533,F7354
F9435,F9178
F9191,F9185
F6882,F6525
F9730,F9378
F9759,F9682
F15204,F15103
F8026,F7678
F15502,F15411
F17504,F17473
F16559,F16547
F6463,F6448
F9217,F8898
F17905,F17534
F5068,F4933
F9772,F9691
F16821,F16677
F9086,F8811
F7607,F7572
F8138,F7888
F5473,F5073
F11029,F10635
F3620,F3481
F6615,F6483
F11167,F10868
F12301,F12283
F6292,F5955
F6656,F6259
F7087,F6966
F9438,F9071
F8473,F8426
F8134,F8037
F6901,F6814
F5273,F5210
F16182,F15791
F17987,F17921
F5552,F5503
F17445,F17058
F15249,F15182
F12184,F11960
F5928,F5552
F7334,F7024
F5205,F4816
F14487,F14390
F14153,F14132
F13718,F13333
F16488,F16391
F5773,F5762
F12753,F12458
F11852,F11579
F9142,F9122
F12959,F12636
F12690,F12599
F4754,F4642
F6956,F6826
F12161,F12126
F14500,F14489
F16908,F16537
F10129,F10109
F15353,F15190
F8903,F8895
F16842,F16741
F13479,F13398
F10231,F9955
F16086,F15886
F4926,F4575
F3058,F2996
F16990,F16950
F8347,F8318
F10075,F9695
F12034,F11821
F15042,F15010
F3205,F3089
F10057,F9735
F12082,F11956
F4802,F4734
F11032,F10723
F10371,F10054
F2879,F2720
F17010,F16899
F16122,F15793
F3309,F3249
F9189,F9084
F4857,F4635
F16045,F15877
F11482,F11351
F12070,F11676
F16017,F15834
F7786,F7388
F4950,F4852
F8019,F7776
F2944,F2698
F7631,F7303
F8877,F8703
F15441,F15282
F17995,F17800
F7496,F7460
F4463,F4310
F13002,F12757
F11128,F11023
F10057,F9726
F3161,F3077
F10995,F10680
F9522,F9494
F4444,F4176
F7226,F6888
F13355,F13301
F6087,F5701
F6880,F6823
F3332,F3285
F8829,F8622
F16678,F16614
F9678,F9570
F12749,F12463
F7429,F7412
F13709,F13488
F5711,F5679
F8027,F7942
F8991,F8646
F5027,F4879
F11269,F11166
F5833,F5529
F15838,F15590
F13664,F13419
F12662,F12302
F9282,F9221
F11245,F10943
F17318,F16971
F13761,F13592
F5352,F5095
F12543,F12445
F17133,F16973
F5823,F5604
F9616,F9493
F9229,F9046
F8186,F7856
F2968,F2800
F17855,F17686
F15260,F15054
F10976,F10931
F7710,F7605
F16149,F15769
F10280,F9904
F4098,F4004
F6269,F6023
F14746,F14428
F16686,F16514
F9013,F8791
F10578,F10205
F7865,F7647
F8323,F8279
F10791,F10585
F9287,F8923
F15975,F15685
F9598,F9367
F9412,F9199
F3513,F3218
F7340,F7205
F17243,F17170
F14510,F14184
F3670,F3418
F9974,F9834
F13922,F13672
F3792,F3713
F4018,F3911
F17493,F17164
F7433,F7429
F11016,F10771
F7611,F7285
F16547,F16176
F16144,F15904
F5750,F5733
F5031,F4668
F16964,F16710
F14365,F13968
F15171,F15121
F4113,F3809
F16819,F16606
F7853,F7461
F10789,F10688
F4146,F3997
F16965,F16933
F5797,F5704
F7706,F7435
F8681,F8327
F12467,F12434
F16786,F16635
F8411,F8365
F13031,F12649
F13657,F13492
F6109,F6105
F8796,F8735
F7558,F7309
F15529,F15270
F3935,F3830
F12222,F12012
F15532,F15465
F3382,F3119
F8729,F8620
F2822,F2728
F6608,F6413
F2918,F2626
F6217,F6001
F14589,F14246
F6045,F5646
F13923,F13523
F9308,F9204
F6018,F5824
F3391,F3090
F11221,F11137
F6858,F6595
F8742,F8720
F16955,F16790
F4994,F4940
F9742,F9530
F4876,F4583
F15692,F15603
F9322,F9306
F9313,F8994
F13180,F12932
F16448,F16285
F7263,F6938
F10565,F10184
F11246,F11029
F3466,F3360
F14612,F14364
